title,country,date_added,platform,startYear,averageRating,numVotes,media,Action,Comedy,Drama,Horror,Romance,Sci.Fi,Thriller,budget,revenue
Cries from the Heart,NA,NA,prime,1994,6.5,269,Movie,0,0,1,0,0,0,0,9400138.148525642,12236920.243151128
The Star,NA,NA,prime,2002,7,2635,Movie,1,0,1,0,0,0,0,1300000,809000
Nau Mahine Nau Divas,NA,NA,prime,2009,6.6,17,Movie,0,1,0,0,0,0,0,7810163.826399007,19564990.51646541
Evan Almighty,United States,NA,prime,2007,5.4,147994,Movie,0,1,0,0,0,0,0,175000000,173000000
Heartburn,United States,NA,prime,1986,6.1,11431,Movie,0,1,1,0,0,0,0,9833380.944185432,18373123.2081552
Sandeep Aur Pinky Faraar,India,NA,prime,2021,6.3,8708,Movie,0,1,1,0,0,0,0,9095335.323707465,8330843.957393181
Meet Dr. Christian,NA,NA,prime,1939,6.1,97,Movie,0,0,1,0,0,0,0,5827499.725604517,36109798.35664739
Marvin & Tige,NA,NA,prime,1983,6.9,219,Movie,0,0,1,0,0,0,0,6336387.031183844,16572424.837198248
Ponmagal Vandhal,India,NA,prime,2020,6.7,3019,Movie,0,0,1,0,0,0,1,6975647.716269217,9341478.718201406
Mad Money,United States,NA,prime,2008,5.8,21806,Movie,0,1,0,0,0,0,1,17240162.03229503,27317936.306045692
The Flock,NA,NA,prime,2007,5.7,11587,Movie,0,0,1,0,0,0,0,15812934.23169992,14976393.815559963
Mundaasupatti,NA,NA,prime,2014,7.6,1484,Movie,0,1,1,0,1,0,0,5815606.943098332,15910307.34130948
Endless?,NA,NA,prime,2018,6.6,15,Movie,0,0,1,0,0,0,0,7082720.898411483,6709997.629480069
Sister Code,United States,NA,prime,2015,4.2,409,Movie,0,1,1,0,1,0,0,8952701.990513477,16707465.060622035
Jay and Silent Bob Reboot,NA,NA,prime,2019,5.6,25760,Movie,1,1,0,0,0,0,0,39929837.266160466,90123076.15721674
Critical,NA,NA,prime,2015,7.4,963,TV Show,0,0,1,0,0,0,0,NA,NA
Harold and Maude,United States,NA,prime,1971,7.9,77653,Movie,0,1,1,0,1,0,0,1200000,44990761.41263793
Angel Heart,NA,NA,prime,1987,7.2,88762,Movie,0,0,0,1,0,0,1,17000000,17185632
The Assignment,France,NA,prime,1997,6.8,9504,Movie,1,0,0,0,0,0,1,15350106.1905749,35112103.16655723
Trust,NA,NA,prime,2018,6,121,Movie,0,0,1,0,0,0,0,7464657.382068468,5794299.145762946
Inside Men,NA,NA,prime,2012,7.2,2632,TV Show,0,0,1,0,0,0,0,NA,NA
Chasers,NA,NA,prime,1994,5.1,6712,Movie,1,1,1,0,0,0,0,12581699.804638047,1596687
Goyenda Junior,India,NA,prime,2019,6.1,218,Movie,0,0,1,0,0,0,0,7410586.502961007,6151756.982360716
Any Day Now,United States,NA,prime,2012,7.4,6361,Movie,0,0,1,0,0,0,0,5200442.534610007,9192512.511395367
Odd Squad,NA,NA,prime,2014,7.2,1167,TV Show,1,1,0,0,0,0,0,NA,NA
Badrinath Ki Dulhania,India,NA,prime,2017,6.1,12470,Movie,0,1,1,0,1,0,0,8919152.954650844,9466287.845708717
Steve Hofstetter: Ginger Kid,NA,NA,prime,2015,6.8,29,Movie,0,1,0,0,0,0,0,6078929.643408317,13655643.902308948
Mr. Weekend,NA,NA,prime,2020,4.5,198,Movie,0,0,0,0,0,0,1,7382311.22352951,15285461.73053084
Hanover Street,NA,NA,prime,1979,6,5439,Movie,1,0,1,0,0,0,0,14364549.981915632,41611615.38419973
Scream and Scream Again,NA,NA,prime,1970,5.5,3985,Movie,0,0,1,1,0,0,0,5948589.901654366,19231407.72661318
The Groomsmen,NA,NA,prime,2006,6.1,4574,Movie,0,1,1,0,0,0,0,9541066.048200082,16533266.259989288
Believe: The Eddie Izzard Story,NA,NA,prime,2009,7.2,550,Movie,0,1,0,0,0,0,0,3510352.1290399972,20805005.269909192
The Flying Deuces,NA,NA,prime,1939,6.8,5274,Movie,0,1,0,0,0,0,0,10752057.336811282,69518040.65716374
Babru,NA,NA,prime,2019,6.9,191,Movie,0,0,0,0,0,0,1,7804089.408083541,16674641.675825117
The Double,United States,NA,prime,2011,5.9,30557,Movie,1,0,1,0,0,0,0,17000000,3696232
Annai,NA,NA,prime,1962,5.1,9,Movie,0,0,1,0,0,0,0,6432050.719569571,17550577.99936555
Love Ni Bhavai,India,NA,prime,2017,8.2,1832,Movie,0,1,1,0,1,0,0,8487894.353957666,24744521.3642491
A Taste of Jupiter,NA,NA,prime,2005,5.5,51,Movie,0,0,0,0,1,0,0,7835844.614609517,19477355.849344216
Go Fish,NA,NA,prime,2016,6.6,77,Movie,0,1,1,0,0,0,0,9587161.177997656,27795402.08710241
Loyal Opposition,NA,NA,prime,1998,3.1,211,Movie,1,0,1,0,0,0,1,14031567.022803003,29564540.610858086
The Stalker,NA,NA,prime,2020,4,906,Movie,0,0,0,1,0,0,0,9887487.74828082,29586392.777842853
Before I Go to Sleep,NA,NA,prime,2014,6.3,79422,Movie,0,0,1,0,0,0,1,22000000,15447154
Same Kind of Different as Me,United States,NA,prime,2017,6.6,8229,Movie,0,0,1,0,0,0,0,10379928.570009682,12924993.74508407
A.C.O.D.,NA,NA,prime,2013,5.6,13514,Movie,0,1,0,0,0,0,0,10661221.950383866,175705
Super Hot,NA,NA,prime,2021,5.2,463,Movie,0,1,0,1,0,0,0,6027560.834504671,12394231.349187676
My Paranormal Nightmare,NA,NA,prime,2020,6.4,67,TV Show,0,0,1,1,0,0,0,NA,NA
Skate or Die,NA,NA,prime,2008,3.9,613,Movie,1,1,0,0,0,0,0,11098608.554686273,26915163.666871846
Altitude,NA,NA,prime,2017,3.9,3877,Movie,1,0,0,0,0,0,1,11436943.819007494,32457149.602483787
Crazy,NA,NA,prime,2020,8.7,48,Movie,0,1,0,0,0,0,0,16269148.471099067,79043067.4158437
Untamed Heart,NA,NA,prime,1993,6.8,14264,Movie,0,0,1,0,1,0,0,10128316.049428519,18899204
Here's Flash Casey,NA,NA,prime,1938,5.6,92,Movie,1,0,1,0,1,0,0,11487692.11565572,38133910.896215886
Crossing Hennessy,NA,NA,prime,2010,6.3,652,Movie,0,1,0,0,1,0,0,9574545.9403007,21317145.69661764
Harem,NA,NA,prime,2018,7.8,133,TV Show,0,0,1,0,0,0,0,NA,NA
A Royal Night Out,NA,NA,prime,2015,6.5,10414,Movie,0,1,1,0,1,0,0,6442075.038206799,228136
Dirty 30,United States,NA,prime,2016,5.4,2995,Movie,0,1,0,0,0,0,0,9015802.163688967,9359735.914117305
Paralyzed,NA,NA,prime,2021,7.8,7,Movie,0,0,1,0,0,0,0,5830565.6269747885,17709633.951891594
Soapdish,United States,NA,prime,1991,6.6,16481,Movie,0,1,0,0,1,0,0,13956145.470935784,36489888
Zoe,NA,NA,prime,2018,6,9305,Movie,0,0,0,0,1,1,0,14452232.501053292,30929664.31406305
Aalo Chhaya,NA,NA,prime,2014,7.9,26,Movie,0,0,1,0,1,0,0,13644364.7132364,38212606.69329156
Dark Highlands,NA,NA,prime,2018,4,206,Movie,0,0,0,1,0,0,0,8052628.773555713,17576902.418947913
The Deaths of Ian Stone,NA,NA,prime,2007,5.5,13419,Movie,0,0,0,1,0,0,1,8542662.130767783,21084113.04226155
My Beautiful Bride,NA,NA,prime,2021,4.4,108,Movie,0,0,1,0,0,0,1,8018495.088816262,13676074.602482123
Bride Wars,United States,NA,prime,2009,5.4,108453,Movie,0,1,0,0,1,0,0,30000000,114663461
Justice for Natalee Holloway,NA,NA,prime,2011,5.3,435,Movie,0,0,1,0,0,0,0,7024945.165705735,9442919.686533485
Songs for a Sloth,NA,NA,prime,2021,5.7,85,Movie,0,1,1,0,0,0,0,9136048.277834935,16308247.92111542
Paradise Park,NA,NA,prime,1992,7.1,47,Movie,0,0,1,0,0,0,0,5984063.937379415,15091636.310493397
Devineni,NA,NA,prime,2021,8.5,1189,Movie,0,0,1,0,0,0,0,12177066.645150634,55711402.08643908
Dorian Gray,NA,NA,prime,2009,6.2,64977,Movie,0,0,1,0,0,0,0,17844250.434600938,4706919
The Judge,NA,NA,prime,1949,6,161,Movie,0,0,1,0,0,0,0,4202069.65854003,29538684.905249406
Bucket,NA,NA,prime,2017,5.9,194,TV Show,0,1,0,0,0,0,0,NA,NA
The A-Team,NA,NA,prime,2010,6.7,259204,Movie,1,0,0,0,0,0,1,110000000,177238796
Tumhari Sulu,India,NA,prime,2017,7,5274,Movie,0,1,1,0,0,0,0,6212333.875131087,12497899.025458232
The Celestine Prophecy,NA,NA,prime,2006,4.8,3868,Movie,0,0,1,0,0,0,0,19133555.03685871,43104573.28175908
A New Husband for Christmas,NA,NA,prime,2020,5.6,83,Movie,0,1,0,0,0,0,0,8541365.174780356,15413655.475943882
Miss Truth,NA,NA,prime,2020,8.2,70,TV Show,0,0,1,0,0,0,0,NA,NA
Hippi,NA,NA,prime,2019,4.9,151,Movie,1,1,0,0,1,0,0,13855908.321294306,37647292.97567247
Suicide Note,NA,NA,prime,2016,4.5,431,Movie,0,0,0,0,0,0,1,7119258.907058512,13391561.562654879
Fear and Desire,NA,NA,prime,1953,5.4,12043,Movie,0,0,1,0,0,0,1,53000,21965114.680877388
Happy Birthday,NA,NA,prime,2016,5.1,915,Movie,0,1,0,1,0,0,1,7047550.001669835,15036254.285971567
Sweet Revenge,NA,NA,prime,2001,3.9,122,Movie,0,0,0,0,0,0,1,10504628.684010372,17140092.15243662
My Spy,NA,NA,prime,2020,6.3,30916,Movie,1,1,0,0,0,0,0,22157846.27451353,43633494.73653781
Top Dog,NA,NA,prime,1995,4.1,3581,Movie,1,1,0,0,0,0,0,6000000,5093707
The Boy,United States,NA,prime,2015,5.5,5435,Movie,0,0,1,1,0,0,1,7790781.200343792,11683479.319597945
The Golden Child,United States,NA,prime,1986,5.9,56515,Movie,1,1,0,0,0,0,0,25000000,79817939
Falaknuma Das,India,NA,prime,2019,6.3,837,Movie,1,0,0,0,0,0,1,10701906.071316274,36401824.39108276
Already Lucky,NA,NA,prime,2018,7.4,10,Movie,0,0,0,0,1,0,0,7392413.751865072,23080654.89775836
Action,NA,NA,prime,2019,4.6,1106,Movie,1,0,0,0,0,0,1,39747905.66211181,113882595.3684759
Atlas Shrugged: Part III,NA,NA,prime,2014,4.3,3561,Movie,0,0,1,0,0,1,0,5000000,846704
Mother's Day,United States,NA,prime,2012,8.3,6,Movie,0,0,1,0,0,0,0,4908674.502392998,22176058.243139848
Angrezi Mein Kehte Hain,NA,NA,prime,2018,6.7,1229,Movie,0,0,1,0,1,0,0,7407151.8295042645,7765010.564206154
Enakkoru Magan Pirappan,NA,NA,prime,1996,5.1,19,Movie,0,0,1,0,0,0,0,9672642.128191244,10396531.159043873
Silsila,India,NA,prime,1981,7.2,2890,Movie,0,0,1,0,1,0,0,9175276.751090761,28839945.952810787
Chai Kahani,NA,NA,prime,2021,8.4,34,Movie,0,0,1,0,0,0,0,11622246.115616059,51053077.15337168
Married by Christmas,NA,NA,prime,2016,5.5,1216,Movie,0,1,0,0,1,0,0,7794110.294248769,11521595.971111402
Stander,NA,NA,prime,2003,7.1,8756,Movie,1,0,0,0,0,0,0,10618629.610846104,31651
Vows of Deception,United States,NA,prime,1996,5.8,386,Movie,0,0,1,0,0,0,1,10646972.229924476,19472036.304856956
Thagaraaru,NA,NA,prime,2013,5.4,84,Movie,1,0,0,0,0,0,0,10024698.504378593,27012942.010680653
Joshy,NA,NA,prime,2016,5.9,4327,Movie,0,1,1,0,0,0,0,7245840.769551021,7734612.030630126
15 Minutes of War,NA,NA,prime,2019,6.3,2788,Movie,1,0,1,0,0,0,0,12620737.562980564,21916746.431816664
Our Town,NA,NA,prime,1940,6.5,2674,Movie,0,0,1,0,1,0,0,12979551.308448745,49736873.3194454
High Voltage,NA,NA,prime,1929,5.3,383,Movie,0,0,1,0,0,0,0,7469659.721879119,34901081.754680745
Sri Rama Rajyam,NA,NA,prime,2011,6.8,1037,Movie,0,0,1,0,0,0,0,5082455.170355027,8293211.132117551
Vakeel Saab,NA,NA,prime,2021,7,11855,Movie,1,0,1,0,0,0,0,8473887.459464425,21400612.908536553
Stormy Weathers,NA,NA,prime,1992,5.6,189,Movie,1,0,0,0,0,0,0,24039317.306588497,59698657.09674099
"Eerie, Indiana: The Other Dimension",NA,NA,prime,1998,6.6,480,TV Show,0,1,0,0,0,0,0,NA,NA
Minesweeper,NA,NA,prime,1943,5.1,378,Movie,1,1,0,0,0,0,0,20395347.42461445,78113920.77255149
Thirst Street,NA,NA,prime,2017,5.9,564,Movie,0,1,1,0,1,0,0,8566461.001690777,8857384.140814194
Kin Dread,NA,NA,prime,2021,4.5,498,Movie,0,0,0,0,0,0,1,7382311.22352951,15285461.73053084
Joyride,NA,NA,prime,1977,5.5,392,Movie,0,1,0,0,0,0,0,15927875.890692683,47165524.44041767
The Connection,NA,NA,prime,2021,3.2,112,Movie,0,0,0,0,0,1,0,10049505.745248087,33080544.2693474
Solos,United States,NA,prime,2021,5.9,4698,TV Show,0,0,1,0,0,1,0,NA,NA
"You, Me and Him",NA,NA,prime,2017,6,2761,Movie,0,1,0,0,0,0,0,9448848.58391472,15304828.876931837
The Wrong Car,NA,NA,prime,2016,5.5,1017,Movie,0,0,1,0,0,0,1,6517789.56554174,7917217.966488172
Raatchasi,India,NA,prime,2019,7.4,1796,Movie,0,0,1,0,0,0,0,6235829.288092883,14233207.895736376
Sand Castles,NA,NA,prime,2014,6.7,2342,Movie,0,0,1,0,0,0,1,5280422.578488007,8937538.873471707
Black Box,United States,NA,prime,2020,6.2,14774,Movie,0,0,0,1,0,1,0,12455905.152142338,38996361.80490134
Pumpkin,NA,NA,prime,2002,6.1,9111,Movie,0,1,1,0,1,0,0,8338193.493539625,14896261.41157302
Dummy,NA,NA,prime,2008,6.9,312,Movie,0,0,1,0,0,0,0,4799343.882950411,10371580.684728488
Explorers,NA,NA,prime,1985,6.4,22248,Movie,0,1,0,0,0,0,0,25000000,9873044
Tangerine,NA,NA,prime,2015,7.1,32517,Movie,0,1,1,0,0,0,0,100000,702354
I Like It Like That,NA,NA,prime,1994,6.7,1725,Movie,0,1,1,0,1,0,0,8207022.558358587,1777020
Duplicate,India,NA,prime,1998,5.5,7719,Movie,1,1,0,0,0,0,0,14555009.058829758,27752868.25232523
Priyasakhi,NA,NA,prime,2005,4.6,181,Movie,0,0,1,0,1,0,0,15827269.200596988,28822697.56541794
Rain Shadow,NA,NA,prime,2007,7.6,266,TV Show,0,0,1,0,0,0,0,NA,NA
Eddie Pence: The (Un)special Comedy Special,NA,NA,prime,2020,6.9,32,Movie,0,1,0,0,0,0,0,7773153.946925412,18566480.1480452
Soul Food,NA,NA,prime,1997,7,8277,Movie,0,1,1,0,0,0,0,8321825.391550773,14736263.29601384
The Tribe,Spain,NA,prime,1998,5.9,620,Movie,0,0,1,0,0,0,0,6977395.686185469,8320700.842938136
Dead & Buried,NA,NA,prime,1981,6.5,13016,Movie,0,0,0,1,0,0,0,3000000,216166
Ice Soldiers,NA,NA,prime,2013,4.3,2731,Movie,1,0,0,0,0,1,1,16461290.015870454,48405200.66419147
The Believers,NA,NA,prime,1987,6,7293,Movie,0,0,1,1,0,0,0,7821578.827078623,18753438
The Green Sea,NA,NA,prime,2021,5.3,373,Movie,0,0,1,0,0,0,0,8437866.558328798,8445550.527456528
Truth or Dare,United States,NA,prime,2021,7.7,41,TV Show,0,0,1,0,0,0,0,NA,NA
9 Stacks,NA,NA,prime,2021,4.2,56,Movie,1,1,1,0,0,0,0,9915422.42809784,29198055.68402056
Take Care,United States,"April 10, 2021",prime,2014,6,3130,Movie,0,1,1,0,1,0,0,6154639.900543227,8640799.682094065
Theethum Nandrum,NA,NA,prime,2021,6.2,136,Movie,1,0,0,0,0,0,0,10865771.22532378,31756519.602061946
Meet My Valentine,NA,NA,prime,2015,6.2,1097,Movie,0,1,1,0,1,0,0,5419305.862707998,8087449.086011361
Travis Turner,NA,NA,prime,2021,3.7,46,Movie,0,0,1,0,0,0,0,7642674.174587181,17095785.03778336
Aadai,India,NA,prime,2019,6.2,1432,Movie,0,0,1,0,0,0,1,7298300.318303109,8682850.090669744
Love Story,NA,NA,prime,1970,6.9,34592,Movie,0,0,1,0,1,0,0,2200000,136400000
Elvis & Nixon,NA,NA,prime,2016,6.4,14320,Movie,0,1,0,0,0,0,0,12332061.826555055,1055287
Meri Pyaari Bindu,India,NA,prime,2017,6,5445,Movie,0,1,1,0,1,0,0,8188229.048482322,8559994.600142568
The Great Escapists,United States,NA,prime,2021,5.5,2644,TV Show,0,1,0,0,0,0,0,NA,NA
Viswasam,India,NA,prime,2019,6.5,9564,Movie,1,0,1,0,0,0,0,12264136.405687425,23475542.490562204
Vendetta,NA,NA,prime,2015,4.7,3599,Movie,1,0,1,0,0,0,0,10060743.36689426,19670355.619006064
The Blackout Experiment,NA,NA,prime,2021,2.7,317,Movie,0,0,1,1,0,0,1,9813106.668940227,22915902.80651639
Fundamentally Cynical,NA,NA,prime,2019,8.8,9,TV Show,0,0,0,0,0,1,0,NA,NA
Ittymaani: Made in China,NA,NA,prime,2019,4.4,1353,Movie,0,1,1,0,0,0,0,8421015.696161864,15643035.407420123
Dawn,NA,NA,prime,2018,4.5,92,Movie,0,0,1,0,0,0,0,6890200.515696921,9911860.021529948
C.R.Usher,NA,NA,prime,2016,6.2,8,Movie,0,0,1,0,0,0,0,5595011.552975923,4536424.948896191
Kansas City,NA,NA,prime,1996,6.3,4972,Movie,0,0,1,0,0,0,0,18000000,20356584.519473225
The Perfect Score,United States,NA,prime,2004,5.6,25355,Movie,0,1,1,0,0,0,0,24171599.44725253,35352971.603576235
Shared Rooms,United States,NA,prime,2016,5.7,766,Movie,0,1,1,0,1,0,0,7235517.027005678,8213081.028205737
Hero,India,NA,prime,2019,6.3,2095,Movie,1,0,1,0,0,0,1,9157978.98026588,21989112.622323163
Sol Invictus,NA,NA,prime,2021,3.2,298,Movie,1,0,1,0,0,1,0,250000,52164138.85578509
Conspiracy,United Kingdom,NA,prime,2008,4.6,4037,Movie,0,0,0,0,0,0,1,12195328.65589328,19006909.41223275
Falling for You,NA,NA,prime,1995,5,212,Movie,0,0,0,0,0,0,1,11847966.62609501,18278415.31504045
Pogey Beach,NA,NA,prime,2019,3.8,132,Movie,0,1,0,0,0,0,0,9815367.60750209,21823802.512782827
Roberrt,India,NA,prime,2021,5.9,3491,Movie,1,1,0,0,0,0,0,13031622.133054493,36444827.45692835
The Boss and the Worker,NA,NA,prime,1975,6,133,Movie,0,1,0,0,0,0,0,7064770.733905813,22389395.099570427
Exit Humanity,NA,NA,prime,2011,5.3,4592,Movie,0,0,1,1,0,0,0,300000,16615424.117950356
